64bf35f5e847,https://github.com/abel533/Mapper,3c0b3307011fad53f811e08d05147d94fc6c0d67,base,OD,4,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/64bf35f5e847/01_flags_java8.log,1,No POM patch required
4bd056f96a86,https://github.com/adobe/aem-core-wcm-components,5f29cc86b17b6db36cc617805295eb951b6504a1,bundles/core,ID,5,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/4bd056f96a86/01_flags_java8.log,1,No POM patch required
2d1c157150f1,https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,OD,11,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/2d1c157150f1/01_flags_java8.log,1,No POM patch required
4a83a4cf4d61,https://github.com/alibaba/fastjson2,3de60a9769f2c95cbceef13b0158b1af934ab323,codegen-test,TZD,2,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/4a83a4cf4d61/01_flags_java8.log,1,No POM patch required
e71598352a12,https://github.com/alibaba/jetcache,d28019640ac3eb6ac167dd0dc582adac7656226e,jetcache-test,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/e71598352a12/01_flags_java8.log,1,No POM patch required
92e176da2aa0,https://github.com/alibaba/nacos,525672272ecb00cd769a13c7b21a8e51cf873f25,api,OD-Vic,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/92e176da2aa0/01_flags_java8.log,1,No POM patch required
cc73b3848d0a,https://github.com/alibaba/Sentinel,7e2fa454fa0546c04142a268454faabac79370d0,sentinel-core,OD,3,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/cc73b3848d0a/01_flags_java8.log,1,No POM patch required
445dd00c411d,https://github.com/apache/avro,bfbd2d115aec576545b0673e876a652806b41986,lang/java/avro,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/445dd00c411d/01_flags_java8.log,1,No POM patch required
d44e4e7c5bc2,https://github.com/apache/bookkeeper,1c756ebc35d06b6d1f001ec17a4810398c7e3975,bookkeeper-slogger/api,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/d44e4e7c5bc2/01_flags_java8.log,1,No POM patch required
7c4c1af62173,https://github.com/apache/bookkeeper,2aa59c74cdd1de13c33a593f6dccc888823c4a83,bookkeeper-server,ID,5,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/7c4c1af62173/01_flags_java8.log,1,No POM patch required
2e0d3e246149,https://github.com/apache/camel-spring-boot,a0c6a4e8e692d898c140b5d120313e53497fa608,components-starter/camel-gson-starter,ID,4,REPAIRED,snapshot,11,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/2e0d3e246149/06_snapshot_java11.log,5,/home/srafi/after-cam-ready/compare_/compile_repair_output/patches/2e0d3e246149.patch
ae341630326b,https://github.com/apache/cloudstack,47a5acd8529104a9b40b5bcf3317e789ac66966f,api,ID,1,REPAIRED,flags,11,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/ae341630326b/02_flags_java11.log,2,No POM patch required
6e6e6ff18f91,https://github.com/apache/cloudstack,64262d943f012c40deac3cd87c67d44fdc727b52,server,ID,1,REPAIRED,flags,11,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/6e6e6ff18f91/02_flags_java11.log,2,No POM patch required
d244ab2fbb6d,https://github.com/apache/commons-collections,371313a2e4d1da5e0776419ce94bb8b644158a20,.,ID,13,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/d244ab2fbb6d/01_flags_java8.log,1,No POM patch required
2ef4857f7324,https://github.com/apache/commons-collections,81e3a7ec0492148724da4512fcefcb47ba82894a,.,ID,2,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/2ef4857f7324/01_flags_java8.log,1,No POM patch required
a594eb31af0f,https://github.com/apache/cxf,69925893ed0e8a8fdfe1164b4e097a5cf5524027,core,OD-Brit | OD-Vic,10,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/a594eb31af0f/01_flags_java8.log,1,No POM patch required
efe0f0d57029,https://github.com/apache/dolphinscheduler,26b7541d954ba63deb37e89479ab4d648573e8ae,dolphinscheduler-spi,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/efe0f0d57029/01_flags_java8.log,1,No POM patch required
4ae196d629cd,https://github.com/apache/druid,4b0d1b3488add75097532f25c8bbbcb35daa4987,processing,ID,12,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/4ae196d629cd/01_flags_java8.log,1,No POM patch required
3ddbab701e4f,https://github.com/apache/druid,ad32f8458670339808a3136a9578a10a52b8394f,extensions-core/histogram,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/3ddbab701e4f/01_flags_java8.log,1,No POM patch required
d8aa2ac6a2e0,https://github.com/apache/druid,ad32f8458670339808a3136a9578a10a52b8394f,extensions-core/protobuf-extensions,ID,2,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/d8aa2ac6a2e0/01_flags_java8.log,1,No POM patch required
f0ab39436108,https://github.com/apache/druid,ad32f8458670339808a3136a9578a10a52b8394f,indexing-service,ID,1,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/f0ab39436108/01_flags_java8.log,1,No POM patch required
7aa4d398b37f,https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,NIO;OD-Vic | OD-Vic,10,REPAIRED,flags,8,/home/srafi/after-cam-ready/compare_/compile_repair_output/logs/7aa4d398b37f/01_flags_java8.log,1,No POM patch required
