CASSANDRA-17708,Fix flaky testOutboundConnectionsAreRejectedWhenAuthFails,https://issues.apache.org/jira/browse/CASSANDRA-17708,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HTTPCORE-747,Some flaky tests,https://issues.apache.org/jira/browse/HTTPCORE-747,volunteers-wanted,12310340,HTTPCORE,HttpComponents HttpCore,Resolved,Fixed,https://github.com/apache/httpcomponents httpcore
CASSANDRA-17670,Flaky CompactStorageTest,https://issues.apache.org/jira/browse/CASSANDRA-17670,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HDDS-2535,TestOzoneManagerDoubleBufferWithOMResponse is flaky,https://issues.apache.org/jira/browse/HDDS-2535,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
IGNITE-14033,.NET: MessagingTest.TestRemoteListen is flaky,https://issues.apache.org/jira/browse/IGNITE-14033,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
BEAM-9779,HL7v2IOWriteIT is flaky,https://issues.apache.org/jira/browse/BEAM-9779,,12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
IGNITE-15986,.NET: ClientConnectionTest.TestFailover is flaky,https://issues.apache.org/jira/browse/IGNITE-15986,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
MESOS-2174,Fix Flaky Tests,https://issues.apache.org/jira/browse/MESOS-2174,mesosphere,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
ZOOKEEPER-3193,Flaky: org.apache.zookeeper.test.SaslAuthFailNotifyTest,https://issues.apache.org/jira/browse/ZOOKEEPER-3193,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
ZOOKEEPER-3074,Flaky test:org.apache.zookeeper.server.ServerStatsTest.testLatencyMetrics,https://issues.apache.org/jira/browse/ZOOKEEPER-3074,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Closed,Fixed,https://github.com/apache/zookeeper
NIFI-10642,Test groupByStringMixedNumberOfRecords is Flaky,https://issues.apache.org/jira/browse/NIFI-10642,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
GEODE-4618,Mark OplogJUnitTest.testEntryAlreadyWrittenIsCorrectlyUnmarkedForOverflowOnly as flaky,https://issues.apache.org/jira/browse/GEODE-4618,pull-request-available,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
ZOOKEEPER-3396,Flaky test in RestoreCommittedLogTest,https://issues.apache.org/jira/browse/ZOOKEEPER-3396,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
CASSANDRA-17217,LocalReadSizeWarningTest#failThresholdSinglePartition is flaky,https://issues.apache.org/jira/browse/CASSANDRA-17217,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HBASE-15896,Add timeout tests to flaky list from report-flakies.py,https://issues.apache.org/jira/browse/HBASE-15896,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
BEAM-5709,Tests in BeamFnControlServiceTest are flaky.,https://issues.apache.org/jira/browse/BEAM-5709,flake,12319527,BEAM,Beam,Resolved,Fixed,https://github.com/apache/beam
IGNITE-10087,IgniteClientReconnectMassiveShutdownTest.testMassiveServersShutdown1 is flaky in master,https://issues.apache.org/jira/browse/IGNITE-10087,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
IGNITE-12234,.NET: Fix flaky tests,https://issues.apache.org/jira/browse/IGNITE-12234,.NET,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HDDS-1779,TestWatchForCommit tests are flaky,https://issues.apache.org/jira/browse/HDDS-1779,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
AVRO-3690,Detected a flaky test ‘testMultipleFieldAliases’,https://issues.apache.org/jira/browse/AVRO-3690,pull-request-available,12310911,AVRO,Apache Avro,Resolved,Fixed,https://github.com/apache/apache avro
HBASE-21518,TestMasterFailoverWithProcedures is flaky,https://issues.apache.org/jira/browse/HBASE-21518,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
HIVE-26876,Disable flaky Spark Tests in branch-3,https://issues.apache.org/jira/browse/HIVE-26876,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
MESOS-8334,PartitionedSlaveReregistrationMasterFailover is flaky.,https://issues.apache.org/jira/browse/MESOS-8334,flaky-test,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HIVE-27062,Disable flaky test TestRpc#testClientTimeout,https://issues.apache.org/jira/browse/HIVE-27062,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
ZOOKEEPER-3480,Flaky test CommitProcessorMetricsTest.testConcurrentRequestProcessingInCommitProcessor,https://issues.apache.org/jira/browse/ZOOKEEPER-3480,pull-request-available,12310801,ZOOKEEPER,ZooKeeper,Resolved,Fixed,https://github.com/apache/zookeeper
